Tamano 10,Tamano 20,Tamano 30,Tamano 40,Tamano 50,Tamano 60,Tamano 70,Tamano 80,Tamano 90,Tamano 100,Tamano 110,Tamano 120,Tamano 130,Tamano 140,Tamano 150,Tamano 160,Tamano 170,Tamano 180,Tamano 190,Tamano 200,Tamano 210,Tamano 220,Tamano 230,Tamano 240,Tamano 250,Tamano 260,Tamano 270,Tamano 280,Tamano 290,Tamano 300,Tamano 310,Tamano 320,Tamano 330,Tamano 340,Tamano 350,Tamano 360,Tamano 370,Tamano 380,Tamano 390,Tamano 400,Tamano 410,Tamano 420,Tamano 430,Tamano 440,Tamano 450,Tamano 460,Tamano 470,Tamano 480,Tamano 490,Tamano 500,Tamano 510,Tamano 520,Tamano 530,Tamano 540,Tamano 550,Tamano 560,Tamano 570,Tamano 580,Tamano 590,Tamano 600,Tamano 610,Tamano 620,Tamano 630,Tamano 640,Tamano 650,Tamano 660,Tamano 670,Tamano 680,Tamano 690,Tamano 700,Tamano 710,Tamano 720,Tamano 730,Tamano 740,Tamano 750,Tamano 760,Tamano 770,Tamano 780,Tamano 790,Tamano 800,Tamano 810,Tamano 820,Tamano 830,Tamano 840,Tamano 850,Tamano 860,Tamano 870,Tamano 880,Tamano 890,Tamano 900,Tamano 910,Tamano 920,Tamano 930,Tamano 940,Tamano 950,Tamano 960,Tamano 970,Tamano 980,Tamano 990,Tamano 1000
1200,2700,4600,5900,7800,9900,11400,12600,14600,16400,18200,20200,21700,23100,25400,29300,29300,30800,32200,34800,37500,39400,40200,41300,43100,44500,47900,49400,51300,52100,55700,57500,60800,60000,62000,68000,66800,67600,69200,71900,77300,76300,81400,78800,80700,85600,85100,90900,88400,93500,102300,99200,99400,100700,102600,107700,110000,106400,107500,115000,112300,114600,116300,121400,122800,124400,128900,126700,129200,130600,139900,132800,138400,140000,142800,140400,146200,147600,150900,148600,152300,154900,158000,160200,189800,160500,208500,176800,174800,170500,173600,174200,175600,179100,180600,188900,183300,181800,186200,198900
1400,2800,4800,6100,7500,9900,11700,12600,14000,15800,18100,20300,21500,22800,27700,190500,29000,30800,32000,35500,36900,48900,38600,41300,42400,45500,62400,49700,51000,52300,54800,58800,59000,60100,62600,68800,67100,67900,69400,71100,77100,74700,77800,79300,83500,86300,85300,90300,88800,92800,94600,98700,133300,105900,111300,145700,110500,106000,107900,111100,116100,114400,115500,117900,125600,122100,127200,131100,127900,131800,137000,133200,158800,137800,140500,140900,146100,144800,150700,266800,152700,155600,160800,160900,159900,161900,167000,169900,171000,186500,177100,174100,183000,176000,182300,181200,186300,197300,188100,255500
1300,2800,4300,6300,7300,10000,11600,12600,14700,16100,18300,20400,21600,23500,25300,28500,30600,30700,31500,35000,37400,39800,39500,41700,43000,44400,47700,52500,52300,53600,54300,57000,64300,60800,62300,67400,66100,68000,70300,78500,77400,74700,77700,82000,81500,84500,87600,87900,87900,95300,95900,100800,169400,99800,103900,103500,104200,104900,108200,110600,113100,113400,117000,116900,122800,170100,129600,128100,134500,140500,138400,135800,143300,138400,156300,140900,142400,149300,161400,157400,152700,162700,169000,161300,160300,161100,171200,167500,179000,170600,172100,175000,184700,185500,185800,229800,185200,185300,189300,198600
1200,2800,4400,6000,7900,10100,11600,12500,14500,16200,18000,20600,22000,23500,24600,38400,29900,30600,32400,34900,37000,38600,40000,42500,43400,45000,47300,50900,53700,51900,55900,56400,80800,60800,62800,64900,66300,68100,69700,73000,76500,75600,78700,78600,89300,84700,87600,99800,87400,92400,93800,97400,102400,105000,104400,104000,110000,107000,107200,109800,112500,114800,116100,129600,124300,130500,127700,125200,134300,132600,176600,133200,140200,148400,150700,140500,151500,149000,226500,148600,153700,163300,157300,159800,160600,161000,173200,183000,173100,174400,181200,173500,184000,183800,178800,182800,192300,184500,187000,192300
1200,3000,4400,6000,7700,9800,11200,14700,14200,16200,17900,19900,21500,23500,24800,33700,29700,30500,32400,35300,36400,37700,39900,41500,42500,44800,47600,50100,53900,52500,54900,55900,59300,60100,62600,64100,65700,66800,69500,72800,76500,78400,76000,79000,85400,84400,85000,87000,90400,93800,94400,97000,97500,152300,105000,103500,103000,114600,107600,113200,112300,115400,114900,121700,215100,120100,124300,126100,135900,132700,138900,133700,185700,139400,149000,142500,149700,147100,155900,150500,156300,160700,157300,159500,159900,161200,165700,164300,166300,183800,173900,176800,194500,181800,183200,181600,188500,184000,185300,197700
1200,2800,4600,6500,7800,10300,15800,13300,14500,16100,17800,58900,21500,23100,24600,28100,30100,30700,31300,34700,36300,38300,39800,41500,43400,44600,46400,50200,52900,52200,53800,55000,57500,59700,63000,68600,66600,68400,69700,72200,76700,75200,90000,80500,84200,83600,84400,86500,89500,90900,102100,119700,101400,106600,105400,104600,111900,106400,108600,110500,115800,113400,117400,121600,120800,132500,125800,126500,155500,131300,135600,135200,446800,137300,149000,162500,147100,146700,156800,163500,155000,155900,154400,160100,172700,163600,164300,171900,176300,171100,184100,182500,184400,181800,181300,181200,196100,183800,186000,234700
1200,2700,4600,6100,7300,9800,17000,12900,14700,15800,18100,19600,21500,23400,24600,28800,29800,30200,31900,34100,35700,37700,39400,42100,46300,45000,46200,48700,52600,52500,54800,54800,57400,60300,61800,66800,66100,67200,68900,70700,76300,74700,79600,81900,85700,86000,85200,91500,96100,90700,95400,97100,97900,104700,103400,103500,106500,106400,110200,110500,114600,114000,203800,122000,119100,131100,125500,130500,130900,134100,135100,143400,143900,136000,143700,153900,150100,143000,303800,148900,151800,164300,159600,163300,159100,161700,165300,164700,173200,169200,183900,173800,178600,177600,178700,179600,187600,187100,191100,198500
1300,2800,4500,6100,7600,10100,19300,12600,14100,16100,45000,19800,21500,23000,24800,26800,30000,35900,31600,33500,36000,76100,40000,41200,44800,44500,46600,49600,51700,53200,54300,55400,58300,60000,62300,68700,66000,67400,71400,72100,76400,76000,78600,79700,84300,83900,85300,89700,87800,89900,91200,97900,96600,104100,104400,102400,107700,106400,108600,111600,117600,114200,163800,122500,126200,126800,130200,128100,130800,133700,137300,135300,140900,140900,142800,141200,146300,144000,152500,152100,151000,160600,159500,168600,161700,168000,180400,168600,168500,204700,180000,183500,202600,202700,183100,188800,234700,184900,186700,208500
1300,2800,4400,6000,7800,9900,14500,12800,14400,16200,19100,19400,21400,22800,24700,26300,29100,30800,32000,34500,36300,39700,39800,42300,46400,44500,46100,49000,51900,52700,54000,56300,57700,60400,62900,67400,67300,66900,71400,71600,75700,76200,77900,78900,80100,82800,85300,88000,91600,94000,96700,97900,102100,103300,104300,114800,103900,107500,112000,110800,113100,114600,138700,123500,121200,125800,126500,133400,129300,130500,137200,134000,224700,139100,145400,148200,154000,145100,152300,149800,153200,152100,157300,159200,160200,162300,167600,174900,166600,171100,172000,175800,180000,178300,184200,180300,184700,183800,195100,190500
1300,2600,4500,6300,7500,10300,11600,12500,14600,16100,18600,19700,21800,25600,24900,53700,29400,30800,32100,34400,36000,41300,46200,41800,44900,44500,47400,51300,55700,53500,53700,55400,57200,60200,61800,67900,66600,71300,69100,74800,76600,75400,78200,80400,84500,83600,90700,87200,93000,90200,91900,96800,102900,105200,109800,128900,107600,110400,109100,143700,116400,117100,118100,122600,124800,122600,125600,125800,135500,136200,153400,141900,155100,138800,146600,141400,149800,144800,175500,154100,149200,156400,162800,170700,163600,161700,164000,166000,166300,171800,174400,174200,174200,177300,180600,181400,211700,185900,195300,190400
1300,3000,4600,6100,7800,9700,11200,12700,14800,16000,18300,19600,22000,23600,24800,28400,29400,30500,32100,34100,36500,46300,44200,41200,45200,44800,46600,49400,50900,54400,54400,55700,57300,59400,62000,68700,66900,69900,71400,76600,80600,74500,76800,82100,85900,82800,90300,92600,94000,89900,91100,97900,100900,99800,108800,104800,110700,106400,110200,116300,113100,123400,125400,117600,126500,122700,130500,128600,130900,131300,142000,136200,225300,139200,143000,143000,145900,161500,149000,148900,151400,176500,157700,160900,159300,162100,164800,166200,198800,188100,170600,174300,178700,186100,180600,183100,193400,188800,193400,280400
1200,2800,4300,6000,7400,10100,11600,12700,14200,16300,17900,19500,21500,23400,24600,27500,29300,30400,32100,33700,36700,39500,41300,41500,45800,44900,46800,49000,50400,52600,54200,55700,67400,71400,62500,65100,65700,69300,99000,74900,97800,75300,82500,82200,83200,83400,90100,89500,93900,90600,95500,97900,97600,132700,134300,103600,133900,105900,111100,116600,111800,117600,119700,116300,123000,143400,133500,126700,130400,154700,145700,135500,154300,146500,142300,142000,145000,145300,161900,148600,155200,157600,188400,293400,159600,166200,168700,181000,163900,184600,179600,172700,179100,178800,179200,183300,186100,195300,189200,192100
1200,2700,4400,6500,7400,9700,11400,12600,14600,16300,17700,19100,22100,23200,24700,28900,30000,30700,31900,38300,36300,38000,40800,41900,46400,44200,47000,48700,50400,52700,55400,58700,61900,63200,61500,70000,66200,68100,69400,74200,82000,74500,86100,81200,82000,83500,84000,90700,87700,91600,95000,97600,97800,101800,102900,102600,110600,107300,117400,115600,114400,114600,116400,118100,123200,124800,145900,125800,129200,133800,140800,143200,141200,141100,140000,150100,143800,144800,150400,149700,150900,155200,157400,204400,159900,162600,172000,174700,165300,185000,171000,179200,175900,187100,177800,181100,180500,190400,211800,191200
1200,2700,4500,6200,7900,10200,11700,12800,14400,16500,18300,19600,22300,23200,24800,40000,29400,29900,31700,34800,36100,38000,41400,41600,43800,44600,48800,49100,52700,52300,54300,56300,60100,60800,61700,65200,65600,67900,73300,75000,84000,75200,77500,82400,82100,86300,88700,97800,91200,90100,94200,115900,98700,100100,128400,102900,104600,111300,110000,115700,112700,115400,118400,118800,121400,133300,134500,126100,129300,134900,138300,139500,158800,141300,144300,143800,143800,147300,151500,149800,150900,154300,155100,181800,160300,165400,167300,171600,168700,170900,179100,178100,196400,272800,177900,182200,186100,190900,190600,189300
1200,2700,4700,6100,7300,9900,11500,13000,14200,17600,18300,19400,22000,23300,24800,28600,34900,30700,32500,34200,36600,38800,41100,41300,43600,45300,47500,48100,50700,52700,53800,56700,61800,60600,62400,65500,66100,69600,73200,78200,77700,76900,77500,80200,82000,84900,86900,89600,89100,115600,91800,107600,101500,98900,101000,104600,104300,114100,108700,115600,112400,114400,117600,118200,121600,130100,132000,127000,128200,134500,138400,138500,157800,140700,170300,144900,143700,152700,150500,169400,155100,156300,158400,162100,160600,166600,173800,171800,165300,172400,177400,174400,733400,178500,178800,191100,187500,190900,196600,229700
1200,3100,4300,6400,7600,9900,13400,12500,14800,16400,18200,19600,22700,23700,24800,29000,30000,30400,31700,34900,36100,38300,39200,42000,43500,45300,47200,48400,51400,51700,55300,56400,61000,61200,61900,65400,66000,67900,72300,107900,78000,75600,78200,78900,81500,83700,86300,91500,96200,90800,97100,94800,100600,98000,100600,107000,105300,109500,115000,113000,112500,114300,116600,116400,123900,122200,127000,127700,133400,131100,133700,142700,144200,155600,144800,146300,146700,145000,148900,154900,153400,156600,156800,171000,167700,233400,165500,168000,186700,169600,175200,178800,189500,178600,276500,181800,181500,188600,184400,195600
1300,2700,4600,6100,7800,10300,12400,12800,14600,17000,18200,19600,29200,23700,24900,29000,30300,29900,32000,34200,35900,38200,39400,41900,43300,45400,46000,50000,51400,52400,58200,54900,61900,59400,61600,64800,68000,68900,71500,73400,78900,75300,81500,97300,82400,83100,86100,93100,91700,91400,96400,95600,117000,152500,101600,109700,109800,107600,108500,114300,110700,117000,118400,115800,120800,122900,126900,127000,134500,136000,133500,134100,141000,140000,141900,140000,145000,145000,146300,153900,151400,153900,154800,206400,160800,163800,165200,165100,167800,177100,180500,171900,217200,224600,179800,204700,185500,198100,184100,194000
1100,2800,4400,6000,7600,9600,11400,12500,14500,17200,18100,19600,23100,23100,24500,28300,29900,30800,32100,34200,36600,37700,42700,41300,43400,44500,47700,48900,51400,52600,57000,55900,60400,59800,62100,64400,66400,68800,72600,72700,77800,75600,81600,82600,83300,83100,85300,88400,89200,90300,91700,93900,99400,105900,102100,109500,107900,105000,108300,111400,111700,122000,119800,117200,120200,122400,127400,127800,130500,143900,133200,139200,206000,138500,140200,142300,151600,164600,148100,151200,151400,156800,161700,163100,161600,162400,200400,163900,166900,172700,182800,171700,179200,184400,182000,184700,184000,209300,183400,198800
1200,2800,4400,6500,7700,10000,11900,12700,14700,16800,18000,19100,23200,23100,24100,27400,30000,30200,32600,33700,36200,37500,40600,41300,42800,44900,46700,48500,51700,52500,56900,56300,62200,59900,61700,64200,67200,67100,71200,73100,77600,82400,79400,80100,82000,82900,85600,99900,88500,89700,94100,93100,102700,104300,101200,130900,106300,107900,114100,109900,117600,114300,117500,117900,125100,125800,129600,127700,129200,139400,133400,154500,195100,142000,146700,147000,144100,145100,150200,151000,151700,154700,159600,161300,165700,163100,164300,166500,170600,170300,175800,182500,176900,177700,184700,198300,183300,185400,184300,204200
1300,2700,4800,6100,7400,9700,11200,12800,14500,16600,18000,19800,24500,23000,25300,38800,35300,31300,32200,34800,36400,38600,40400,41400,43400,44900,47900,48800,51300,51700,57400,55700,60700,60000,62000,64500,66900,67500,72700,72200,77300,77600,84900,78900,81900,83000,86400,87700,89300,97100,93600,93100,106800,102800,101300,104900,108000,106100,113300,109000,114400,113700,115100,118400,120100,128400,128000,153800,130100,131200,134400,148500,138700,179900,143400,139700,148200,148300,177600,150300,150100,153100,155900,195800,159300,160700,178700,165600,167100,172100,172800,173800,182600,179700,181600,190000,182800,193400,188800,193800
1600,2800,4300,6000,7600,10100,11300,12500,14300,16600,18100,19700,22700,23200,24900,27200,34200,30200,31600,33500,36000,38000,45400,42100,43100,44800,46300,49600,50800,54400,56600,55500,61300,59800,61600,64200,67300,67500,72900,73000,75100,77200,77000,80100,83600,91000,86200,90000,89200,92700,95600,116800,98300,100000,101500,102700,106200,107000,111700,111300,119700,114500,115000,115800,120600,125600,127400,155200,137400,147800,136000,134800,193400,150700,141800,142200,144400,149200,150800,148900,159400,156900,160500,170800,160200,160900,199000,171200,168100,179800,174300,171700,176700,180400,182500,182100,185200,194400,192800,188700
1200,3100,4500,5900,7600,10000,10900,12700,14300,16900,17900,19600,22100,23100,24900,27300,30500,56500,32400,34000,35300,38200,39700,42200,43000,45000,46900,48800,50900,52100,56100,55700,61100,60800,62400,64400,66700,66800,86600,72600,82000,76600,79200,79500,83600,83100,85600,89200,87900,94100,92300,97300,97700,98300,102100,142300,106800,107100,112800,120500,116600,114200,115700,129300,135700,126100,172400,127300,134700,134000,137600,137600,139600,140900,140200,142000,150600,146000,169300,153600,151700,153800,155900,161000,160500,174900,175100,164000,169200,171500,179100,174000,182200,179800,181000,186000,186500,192700,194400,210400
1100,2800,4400,6200,7500,10100,11600,12200,14600,16700,18000,19400,22200,23300,24800,26900,29300,31800,32000,34100,35800,38100,40400,42000,43500,45000,46600,53200,52700,55600,55000,55700,60000,68600,61600,64900,69500,66400,72500,72600,74100,77200,79000,82700,82300,83200,85100,88800,89300,90100,91600,104000,102000,98500,101600,104200,105000,105900,109500,113900,116600,115500,204100,118200,120600,210800,134300,128300,128800,129700,134600,140600,143600,147500,157100,143700,148100,145800,157600,156200,152800,158300,163000,176000,330700,190200,164200,185900,167200,178600,175900,176900,183600,176600,190800,184400,187500,195400,195500,193400
1300,2800,4800,6000,7400,9800,11000,12600,14400,16400,18100,19600,22000,23100,24700,26000,29400,31100,32300,34300,36100,38300,40100,41200,43700,44600,46900,50600,53100,54000,57300,55400,60000,60500,61200,65600,66300,67700,73400,71900,73600,77700,77400,84000,81800,85400,84400,88000,94400,89700,90800,98400,103000,104500,100700,101800,106600,106400,108700,110100,116400,114700,117900,118200,127900,127400,140400,125700,129600,130700,141000,163500,159000,144400,142500,146000,153100,167800,162100,222500,154600,154000,156400,160500,158900,162000,168800,174300,167900,172700,207900,171700,185300,177800,178700,183100,185600,206800,194200,190600
1200,2800,4500,6100,8100,10400,11200,12900,14800,17200,18400,19600,22100,23000,25100,26000,29700,30900,31700,33900,36300,39800,40400,41900,43500,45200,47100,58600,53700,52600,56100,55500,60300,59700,62100,65200,67000,66300,71400,72800,74100,78100,76900,83200,80800,82000,85300,87500,94600,90900,93700,101700,102600,115500,99100,102000,106000,107000,123800,109100,116900,125100,117300,117400,120800,124500,127300,129600,155300,131300,190300,136600,140700,152100,143600,143200,153300,149400,149100,148000,157700,155500,162100,200900,160400,161000,171000,166900,173600,181500,176800,172600,182500,219500,181800,184300,183600,188500,193100,191100
1200,2800,4500,6200,7500,9700,11000,12500,15900,17000,17700,19500,24600,22800,29300,26200,35400,31300,32000,33600,36100,44700,40500,41600,43100,45500,47000,54000,52900,53000,56600,54900,61000,60800,62400,64200,66700,66900,71100,71800,74900,78100,81200,82600,82300,81400,86900,87300,91700,93600,99800,99000,98700,100700,100800,105600,105100,105700,108600,111100,115200,114400,115800,169800,121300,122300,130100,128600,133200,133200,135500,145800,151400,145200,150700,139300,148500,148400,159900,147700,157600,154500,173500,159900,164100,161700,172600,165100,172400,171700,168100,177100,186100,188300,186500,179900,186900,238600,197400,219400
1400,2800,4500,6200,7900,10200,11300,12600,15100,16600,18300,19500,24700,23400,25200,26800,30900,40700,31900,34400,36600,38900,39700,42300,43900,45100,46500,52900,53200,52600,63900,55400,61000,64200,62600,83700,67100,65900,72400,96000,74500,79000,79800,80800,119000,83700,84200,86700,93300,92500,97400,96600,98400,99800,101400,109100,108200,119700,109900,111900,115600,117900,116500,118100,120200,129800,130300,126800,135800,130600,136100,138600,137900,143400,157000,143800,149400,146500,148200,157900,159400,158400,156000,164200,160600,161100,170200,165900,173300,170500,195600,173200,174500,185200,192800,178900,184000,191300,189600,191600
1200,2800,4500,5900,7500,9900,10800,12800,15000,16800,18200,19400,24400,26000,24500,26500,32500,31300,31900,34600,35800,38300,39400,42200,43600,44400,46800,52700,52400,53100,56500,54600,61700,71100,62700,65800,66900,66500,71800,74700,74500,77000,80100,79000,85400,84300,85300,90300,89100,90100,98300,95600,96500,99800,102700,104400,104000,108200,120700,110000,116900,145000,123000,117900,137100,126400,136300,126000,130800,130700,132200,139100,138600,144400,146200,141700,146000,151100,146600,152000,158500,155700,155400,168300,162200,161200,164900,165000,167200,173800,172600,176200,175500,179800,181200,320700,198100,235000,186900,207300
1300,2700,4700,6400,42600,9800,11200,12200,15100,16200,18100,19600,21700,25500,25400,26300,34500,30400,32100,34000,36300,38400,39900,41600,43500,45300,46800,53000,52500,56200,56400,55600,58700,61400,62900,64700,65100,66500,74000,73800,78000,76600,80600,97400,85900,83800,84200,90500,92500,90600,94900,100400,97800,99600,103900,105000,105300,107100,112600,110900,112400,120300,121100,117000,133000,124200,124300,125200,129200,129500,132500,155300,150500,141200,150800,142500,148200,167000,147600,151600,160800,157300,179100,159500,164000,164400,165700,167100,168800,173500,172300,171700,196200,177900,180400,181400,190000,187300,188200,191600
1200,2800,4500,6000,8400,10200,11400,12800,15000,18000,18200,19500,21700,24300,25200,26400,30500,30500,31900,34000,36000,38300,39500,41900,43200,44600,46800,53100,51100,56200,56400,58900,60900,59900,62500,63500,66100,66500,72300,73200,77500,78900,79200,80600,84200,86700,84900,109000,89200,101800,94800,96000,101100,101000,103500,105600,104400,106400,108900,112800,112400,119200,119200,115600,126100,122600,132600,130800,177800,210000,147400,140300,138200,143000,143500,142800,147600,151500,147800,154500,157600,152000,154800,164200,161100,162700,165200,167700,166600,183100,172200,179500,184700,177000,186100,182800,182500,185200,192000,190500
1500,2800,4400,6000,7800,9600,11200,12500,15100,16200,18300,19500,21200,23900,25400,26300,28700,36000,31300,34900,36800,38700,39800,41900,42900,44800,46600,53300,52000,55300,57500,56600,58400,61500,61700,65300,66300,69900,72000,75200,77900,77800,78100,81900,85100,91500,84100,90100,91600,94000,91600,97400,100100,100600,143300,107100,105100,107000,109400,111800,112400,119800,115500,122900,133500,121400,129400,129500,129000,130300,137200,136000,139200,144000,144100,143100,149300,149600,147800,168000,151800,153000,154400,169400,162300,161300,167900,164300,168700,168900,170900,173500,184400,182800,185800,186500,188400,183400,189000,232100
1200,2700,4500,6200,12400,10000,11400,12900,15300,16000,17800,19600,21400,24500,25000,26100,49700,30600,31800,35000,36200,38700,39800,42600,46700,46500,47300,52400,51400,55800,56700,55700,58400,62000,62100,65300,66800,67100,72800,75300,78100,79200,78100,79100,82500,87200,87500,153300,89400,96600,94400,100900,102300,98000,101400,104600,104700,113900,109600,122900,111700,117100,114600,116100,122100,125500,126600,127600,129300,129000,155700,138200,135500,141700,142500,146900,216400,146600,149200,150100,151900,153200,155600,166900,166700,162000,179100,164200,166100,168700,171500,174700,182000,175900,178500,182700,220900,208200,187600,188500
1300,3000,4800,6600,9600,9800,10900,12700,15000,15800,17600,19300,21400,23400,25300,26600,31300,30600,31600,34800,36400,38400,39400,43600,45500,45200,46900,52200,51100,53700,55000,56300,57900,65100,62100,65100,65500,67800,73300,74500,78800,78800,77700,78800,81600,85900,86700,99800,88400,91200,96700,93700,99600,98100,102400,113200,105400,114400,109200,113000,111400,117900,115400,125500,120200,122300,127900,140700,131400,129400,137200,138400,138600,152200,139700,140900,148300,148800,148100,152900,161300,168600,156300,218000,161000,162000,193600,163600,165300,173500,178100,241000,174900,176300,186300,187400,188600,188100,197600,189500
1200,2800,4500,6000,9900,10200,11400,12500,14900,16200,17700,19200,21100,24400,25200,26300,31000,30600,31900,34400,37200,38000,39400,42700,43600,44900,47000,53300,51100,52600,57200,55500,57400,64500,62200,135400,72700,66900,72100,74700,77900,77700,77900,79100,82800,83900,85700,91400,88100,90300,95500,96100,98000,98400,100900,102400,103200,114400,111800,120200,116700,120900,115500,118600,128700,125500,128500,129500,133300,130100,157700,137500,138700,145800,140100,141400,148100,145000,148300,151200,159500,156200,160500,162100,159800,169800,167000,164500,169700,170000,172300,182400,184500,178900,178800,181800,184600,186100,208500,191300
1200,2700,4400,6200,11600,9800,11000,12800,14900,16000,18300,19500,21400,23300,24900,36500,30300,30700,32300,34100,36600,37500,39100,42500,44100,45400,47500,52700,51800,53600,56300,56200,58300,64600,61300,110100,71000,68500,69700,74000,77100,78800,76700,87300,81000,82900,89700,133400,89800,91400,96800,95500,98700,126600,103200,108500,208700,111600,108600,116000,113500,117100,115500,116700,130800,123400,133500,144600,134500,147800,133400,136800,141400,139100,193000,139400,148200,144500,146300,148700,151700,153900,160400,158800,166000,168000,177500,208400,167200,169600,169900,171500,178600,201900,219100,183700,185900,185200,195200,191600
1300,2700,4500,6400,8200,10000,11500,13000,15400,16200,18400,19800,26700,22900,25700,37600,30100,30400,32000,34500,37300,38100,38900,43800,43100,45400,47400,53200,52700,53500,56700,55100,59200,64100,62000,67000,69100,67300,119800,84300,88200,77000,77700,81700,82700,82900,88600,97800,88700,91300,95600,97500,96900,120100,109500,104400,106800,109800,108700,113500,114600,116300,115000,117000,125600,125600,127300,128400,128300,132200,133800,136100,141900,136900,144100,139500,143600,159900,147700,151000,158000,154900,156300,281600,159300,165300,164900,171000,168900,169700,179400,172200,200700,186800,182100,185100,186600,187900,191600,199100
1200,2700,4900,6400,8200,9800,11100,12800,14900,15900,18300,19200,21400,23000,24500,27200,30600,30500,32400,34100,36700,38600,41700,43300,43100,44900,54000,52600,52700,53200,56400,56000,58200,62000,61900,65300,67600,68300,72100,73700,76300,76000,80800,82500,88300,85000,86700,108800,92000,91000,91800,93000,101800,99300,105800,103600,107600,109600,110000,112300,113700,114900,151800,116700,122800,123800,128900,127300,130100,135200,154600,148500,140400,145000,143200,141700,141800,153700,159600,153700,160200,154000,157200,166600,174100,166300,163700,163500,172600,170500,170400,216000,188000,178900,188100,185800,182500,188800,193600,198700
1300,2900,4400,6100,8200,10100,11400,12600,15000,15600,18300,19400,26400,23200,25100,27300,30900,37500,31600,34500,36400,45200,40100,43200,44600,45000,47200,51900,52200,52500,56800,56300,57600,62600,61600,64200,66600,68100,73100,75700,74200,75000,80500,79900,82000,86000,84700,89200,89000,90200,91400,100500,98900,98800,106900,107100,113000,106600,108700,108600,111700,116400,117300,117900,122600,123200,165500,127600,130900,132600,175800,138200,143700,154500,140400,144300,178400,254800,148400,151700,159200,153200,156800,161900,164100,160700,163900,168200,168800,191800,169800,174000,182800,181600,259600,236900,203200,189500,195500,203600
1200,3100,4400,6400,7900,9700,11100,12300,15100,16000,17600,19600,22600,23500,25600,29100,29400,31000,32200,34300,36700,43300,39900,43000,43200,44600,47200,53500,51200,53000,57200,55900,57200,61700,61800,63500,67800,69700,70300,112300,73000,75600,79400,79400,83200,84100,87200,91900,89100,90200,90800,96900,98400,101300,104600,102700,109800,105500,109200,110000,113600,113300,116700,124000,124600,122100,130400,160700,131000,132400,134600,133800,135700,140800,146900,193100,145400,149500,149400,151200,153000,152200,157900,161300,165300,167800,162300,180500,170600,172800,171400,174500,175600,181500,180600,185200,184900,197600,229900,215300
1200,2700,4500,6100,8100,10200,11300,12600,15700,16100,17800,19500,22500,23000,25200,34600,29600,36000,31700,35100,35900,39300,45900,42400,43300,44800,47900,52400,51100,60400,56100,56200,62300,62100,63500,63000,66100,69500,70400,73700,79000,75700,78900,80100,85100,84000,86700,160900,88200,90900,91000,95900,100700,100600,106300,108800,110000,106100,109200,116900,111600,116800,115800,119000,122800,305400,128900,126600,134000,135400,135100,136500,167000,139700,152900,142500,142400,167800,145300,163100,153000,153200,164300,176300,164100,168400,164500,166800,168300,170500,171000,175200,176800,176800,182700,183800,182000,190800,231300,190600
1600,2700,4400,6000,7800,9800,10900,12900,23100,16200,18000,19100,22800,23000,25000,28600,30300,30500,32100,34600,36300,39000,39600,42500,43500,44800,47500,54700,52300,53000,56900,56200,59900,61200,62400,68100,66600,68500,73200,71100,81300,76400,77300,80000,82400,103400,87400,88400,88200,91600,110100,95400,100100,102700,106300,103000,110400,106000,110800,111400,111400,113200,115000,117300,119700,126000,140300,125800,129600,141300,132100,137200,142500,140900,159000,143000,147400,148300,149200,156800,153000,151300,161000,160500,163800,165400,166400,173800,167300,168500,169000,178200,176600,179100,181700,208100,336300,232500,195000,293500
1300,2700,4900,6500,7900,9800,11100,12500,15100,15400,18100,19500,22400,23300,24900,27400,40300,30100,31900,34500,36200,37500,39400,42500,44100,44600,46900,53400,52400,53800,56500,55100,60000,61100,62300,66900,70800,69100,70900,71000,76400,75300,77200,79800,81300,99500,86100,90000,92700,91200,99400,163300,99000,101200,106600,105800,109200,105800,111300,111000,111300,113300,116400,117900,125500,127100,133800,132500,130600,132300,132800,139700,135400,140400,140300,142600,148300,145100,147200,157200,151300,151600,159200,158300,167800,160700,168100,169700,170700,169600,171700,175400,174900,177000,179300,183000,191300,187100,198000,206600
1300,2700,4400,6000,8600,10300,11200,12600,14700,16000,18600,19600,22400,23700,24800,27800,30200,31300,32900,37000,36100,37600,40400,43000,43100,44700,46500,53300,51500,64100,56100,56700,66800,63200,62200,64200,67200,110700,72200,72600,77600,75800,78100,79900,82100,82900,85300,93600,94000,90400,91400,141800,99000,101300,107300,109800,108700,106200,110800,110700,111400,113600,115600,146900,121300,122100,131500,130000,128900,130100,171700,143400,138900,140600,140100,146200,151500,145400,147900,157100,151900,162800,155100,178200,167500,161500,166900,179100,171900,174600,304200,180500,178000,183200,179900,218500,188400,187900,223700,220600
1300,3100,4500,6100,8900,9900,11500,12300,14500,16100,18100,19500,22600,23500,25000,27000,29700,30200,32300,34000,36800,37700,42200,42300,43300,45100,46700,53700,51500,56200,55500,56600,62200,60900,63600,65600,66800,88400,71900,71600,73500,77600,78500,79300,81600,85100,91300,88800,93300,89800,91500,97100,96800,99600,106700,106600,110800,111800,114800,110900,111700,111900,116700,117300,124400,123700,132600,134400,127600,137900,140100,141200,140400,137700,148000,143100,150900,152700,156800,161900,149300,154900,156200,158300,168700,164700,163600,165000,171800,178100,174800,179600,176500,181400,184600,183700,185600,184000,194600,203200
